uid,articles
u104565,"[324455, 324684, 324286, 322501, 322673, 511464]"
u102623,"[7137, 7111, 5640, 6385, 5454, 487550]"
u104646,"[324619, 323368, 322932, 322306, 323985, 473321]"
u108493,"[645, 2668, 2226, 2479, 2245, 324716]"
u104298,"[323732, 324387, 323923, 83, 324633, 472400]"
u102060,"[7455, 5708, 7529, 6608, 6246, 488228]"
u101383,"[6416, 6816, 5603, 6432, 5384, 488363]"
u104538,"[324688, 323806, 322528, 323363, 321949, 473481]"
u101266,"[5746, 7563, 6367, 5682, 7378, 495457]"
u106667,"[71, 41, 324202, 323034, 322298, 2487]"
u106942,"[322657, 323791, 321917, 322617, 323657, 3197]"
u104634,"[322255, 324069, 323971, 322791, 322853, 519917]"
u101553,"[7204, 7531, 6180, 5055, 6498, 513075]"
u103184,"[322335, 322400, 322104, 323782, 323283, 473800]"
u103060,"[323325, 324661, 323900, 324057, 322546, 474220]"
u107773,"[324476, 322870, 324033, 321879, 322753, 471235]"
u105134,"[294306, 292721, 294865, 294877, 293691, 2990]"
u108793,"[3373, 1814, 3408, 1517, 3259, 322499]"
u108803,"[783, 1950, 3044, 2428, 2016, 322558]"
u102147,"[6525, 7542, 6980, 6753, 6869, 513128]"
u103264,"[322431, 324101, 322719, 322146, 324124, 519884]"
u102959,"[6951, 5559, 6839, 5256, 6737, 511534]"
u106174,"[323091, 323118, 323455, 323820, 324328, 730]"
u104472,"[322557, 324672, 322579, 322585, 323270, 472387]"
u105312,"[295180, 293042, 293697, 293519, 294797, 2381]"
u107406,"[322015, 322052, 323295, 323232, 323487, 470915]"
u103242,"[322742, 321923, 323326, 323767, 324498, 472316]"
u107841,"[322868, 323233, 323341, 324090, 321891, 474526]"
u103987,"[322497, 322316, 322226, 323769, 322782, 473001]"
u101709,"[7556, 6300, 7730, 7498, 7663, 487703]"
u108350,"[2359, 857, 1165, 1547, 2070, 323554]"
u106902,"[324292, 322637, 323634, 322769, 323156, 625]"
u102950,"[7639, 6149, 7389, 7467, 5720, 512783]"
u108732,"[3284, 1582, 1878, 2582, 1089, 324348]"
u102965,"[6856, 7657, 7123, 5526, 6634, 512937]"
u101273,"[7331, 6263, 7842, 6451, 7504, 487525]"
u101825,"[6975, 7474, 6447, 7540, 5828, 511517]"
u101550,"[5563, 6223, 6716, 4927, 5924, 511360]"
u106188,"[323498, 321847, 323835, 322840, 322701, 2794]"
u107275,"[323298, 323648, 322375, 324327, 321879, 358]"
u103944,"[323274, 322655, 57, 322373, 322570, 473247]"
u102745,"[5053, 5615, 6924, 5688, 7755, 487079]"
u108533,"[3538, 1111, 1973, 1773, 2656, 322295]"
u105694,"[294764, 294659, 294743, 293478, 294106, 1138]"
u108058,"[2011, 3512, 1102, 2112, 1423, 324587]"
u102517,"[6472, 4946, 6839, 5394, 6929, 512843]"
u108250,"[2200, 2455, 3200, 1253, 2679, 322595]"
u105295,"[294857, 293478, 294811, 293132, 292932, 2036]"
u105210,"[293142, 293662, 294669, 295182, 293141, 758]"
u103982,"[323509, 324151, 322190, 322344, 324691, 472800]"
u102345,"[5081, 7140, 5227, 5256, 7378, 487006]"
u108957,"[3027, 2816, 2542, 933, 2307, 322000]"
u106924,"[322706, 321996, 323507, 322157, 323850, 3004]"
u102710,"[5078, 5609, 5830, 5441, 4937, 513090]"
u107389,"[324201, 323000, 322770, 322388, 324173, 474831]"
u104755,"[322782, 322467, 323998, 322374, 321840, 473297]"
u108111,"[1347, 2876, 1449, 2000, 2271, 322115]"
u108725,"[751, 2624, 3309, 640, 2636, 322005]"
u104707,"[322636, 324273, 324741, 322242, 323406, 513959]"
u101425,"[5623, 7302, 7237, 6044, 5857, 513188]"
u103250,"[324234, 321990, 324448, 324455, 323404, 472340]"
u102815,"[5138, 5406, 6263, 5536, 7740, 513379]"
u105527,"[295255, 292900, 295187, 294139, 295288, 1347]"
u106270,"[323425, 323532, 322057, 324370, 322528, 906]"
u103203,"[322844, 323864, 324265, 323972, 324570, 472828]"
u102613,"[6117, 7751, 6938, 6017, 4966, 512849]"
u108824,"[629, 3076, 1230, 877, 2971, 324150]"
u108514,"[2750, 3517, 3090, 1598, 1052, 322663]"
u108617,"[717, 1090, 1673, 699, 2437, 322264]"
u105174,"[295305, 292641, 294236, 293982, 294807, 1894]"
u103344,"[321899, 323895, 324410, 323210, 322302, 529451]"
u104068,"[322136, 324113, 323323, 322020, 323460, 473373]"
u107613,"[323409, 324675, 323532, 324015, 322666, 470715]"
u107776,"[324753, 322212, 323859, 323218, 323689, 471636]"
u102337,"[6364, 7714, 7231, 6541, 7250, 487972]"
u102542,"[5817, 6226, 5992, 7605, 5666, 495549]"
u104602,"[323193, 324034, 321909, 323781, 322097, 473474]"
u101701,"[7044, 5692, 6341, 7827, 5316, 513011]"
u101478,"[5098, 5982, 5901, 7315, 5535, 487048]"
u101884,"[6306, 5984, 5098, 7766, 7684, 495441]"
u105329,"[295295, 294921, 294525, 295115, 294081, 3308]"
u102758,"[5992, 6581, 4961, 5813, 6051, 487056]"
u101466,"[6539, 5914, 6003, 6239, 7850, 487090]"
u103464,"[322290, 324496, 322035, 324216, 322050, 513420]"
u107667,"[323192, 322502, 321885, 322280, 323310, 471441]"
u106803,"[322008, 322712, 323876, 324278, 324650, 2043]"
u102025,"[7181, 5500, 6903, 7657, 5944, 487907]"
u103638,"[322363, 322004, 324262, 323837, 324570, 532371]"
u101730,"[6336, 6531, 7163, 6167, 5066, 487444]"
u102621,"[6636, 5164, 5457, 5806, 6055, 488274]"
u103195,"[324322, 324361, 323301, 324290, 322518, 532628]"
u103061,"[323508, 322259, 322873, 322151, 323061, 472536]"
u107183,"[323827, 322406, 324443, 323467, 323977, 471904]"
u101991,"[7247, 6329, 7305, 7885, 6486, 512822]"
u108323,"[1846, 1885, 1404, 2829, 1830, 324106]"
u103896,"[323554, 322169, 323705, 324627, 323271, 473731]"
u101975,"[7203, 6982, 6441, 7148, 7720, 487454]"
u102762,"[5626, 7844, 6823, 5570, 6807, 495475]"
u107466,"[322603, 323705, 324447, 324525, 323180, 183]"
u101163,"[6530, 7593, 7659, 5133, 6644, 495397]"
u108885,"[3121, 3260, 3363, 2196, 2690, 324157]"
u107763,"[322335, 323221, 322162, 322995, 323632, 474699]"
u106866,"[322575, 323953, 323642, 102, 323475, 2066]"
u104903,"[324564, 324536, 322514, 322285, 322202, 473475]"
u104712,"[46, 321957, 322663, 322920, 323677, 474028]"
u105706,"[292823, 293280, 294716, 294103, 23, 1377]"
u105030,"[293849, 293149, 294242, 294495, 295045, 1600]"
u102652,"[5632, 7841, 6870, 7663, 6229, 487996]"
u102217,"[5162, 5921, 7087, 7750, 7437, 487805]"
u102694,"[7181, 7076, 6037, 7710, 7683, 488178]"
u102364,"[6725, 7500, 7379, 5029, 6168, 487067]"
u104417,"[323541, 84, 324762, 324611, 321915, 474129]"
u101296,"[7642, 7322, 6697, 6437, 7822, 495360]"
u107849,"[324275, 323299, 322730, 324648, 324371, 471178]"
u105641,"[294666, 294956, 294695, 293595, 290073, 1879]"
u101629,"[5295, 6067, 6068, 6172, 6859, 512965]"
u102108,"[6220, 7153, 7372, 7738, 7282, 488338]"
u102716,"[5501, 4931, 6663, 5342, 6567, 487545]"
u101043,"[5340, 6984, 5532, 5590, 6291, 495500]"
u105967,"[294019, 293862, 295093, 295085, 294914, 1602]"
u102239,"[5949, 7576, 5361, 5953, 5529, 488300]"
u102250,"[5124, 5190, 7040, 6245, 6288, 487109]"
u108004,"[898, 1257, 3075, 3242, 3556, 323537]"
u102288,"[5917, 7607, 6589, 6522, 5443, 488120]"
u106882,"[323606, 323477, 322690, 322239, 322290, 1901]"
u107605,"[323258, 324628, 323844, 324088, 324588, 474683]"
u106558,"[322978, 322908, 38, 324490, 323383, 2199]"
u104952,"[323618, 322273, 322685, 323368, 322027, 473597]"
u102201,"[5237, 6059, 5642, 5515, 6772, 487630]"
u105202,"[295186, 294409, 293399, 293951, 292753, 2799]"
u106564,"[323248, 323647, 323508, 323741, 322863, 1370]"
u106887,"[321895, 322336, 323970, 322788, 322138, 2374]"
u105559,"[294654, 292655, 293062, 294004, 292812, 2691]"
u108174,"[1827, 3449, 990, 1128, 1073, 323494]"
u107231,"[323049, 323203, 323830, 323771, 323035, 471689]"
u106520,"[323072, 324639, 321868, 322864, 324086, 2040]"
u105270,"[294422, 293351, 294617, 290054, 293829, 887]"
u104735,"[322679, 321929, 322670, 322597, 324748, 473877]"
u108411,"[1467, 2514, 3427, 1404, 2683, 323138]"
u107422,"[322352, 323671, 321873, 322992, 324249, 474603]"
u101282,"[4945, 6263, 6583, 6929, 5151, 487908]"
u107432,"[323676, 324593, 323543, 323181, 324669, 474766]"
u102247,"[6816, 5086, 6191, 6210, 7274, 487092]"
u108993,"[3554, 3191, 2146, 1168, 3474, 79]"
u107016,"[323483, 324362, 324742, 322750, 323442, 471700]"
u106706,"[323554, 324492, 42, 322399, 324721, 1587]"
u104744,"[324061, 323854, 322852, 322425, 324224, 472425]"
u102202,"[6606, 5696, 5425, 6104, 5471, 487202]"
u108648,"[3106, 2295, 3155, 2859, 2783, 322962]"
u104335,"[323859, 324222, 322784, 324432, 322219, 532514]"
u103528,"[323351, 322581, 322088, 324444, 322701, 531909]"
u108076,"[3163, 3512, 3289, 2924, 1048, 322192]"
u103290,"[322752, 322970, 323006, 323530, 324105, 515658]"
u105768,"[292959, 293990, 294605, 293552, 292772, 2941]"
u103597,"[322601, 322739, 324701, 323516, 323978, 474138]"
u105585,"[295189, 294361, 290104, 294557, 293575, 1976]"
u107893,"[323148, 324734, 324051, 322274, 324080, 471174]"
u108634,"[2457, 2863, 2367, 1169, 709, 324001]"
u108527,"[2210, 1336, 2300, 1634, 3173, 324668]"
u103781,"[322145, 324225, 323664, 324328, 323772, 513427]"
u101136,"[7042, 7541, 6403, 7849, 7531, 488060]"
u108457,"[1542, 881, 1757, 1503, 2882, 322753]"
u108427,"[3366, 2847, 3433, 1992, 893, 322651]"
u105308,"[294092, 293513, 293252, 294333, 293241, 746]"
u103829,"[322987, 323457, 322971, 323785, 322055, 157]"
u108227,"[3156, 2799, 1205, 2007, 3299, 322192]"
u101428,"[5033, 6026, 5507, 7796, 6047, 486988]"
u104174,"[321947, 321963, 323945, 323617, 322723, 473937]"
u102054,"[6086, 4975, 7230, 7027, 6413, 511577]"
u105640,"[293778, 294847, 294633, 294006, 292672, 3127]"
u101608,"[6321, 6068, 7056, 7494, 6876, 511508]"
u106991,"[321997, 323797, 324148, 322118, 323722, 1644]"
u108085,"[2202, 1935, 2863, 1051, 3123, 322723]"
u106923,"[323842, 322897, 324253, 323324, 324060, 770]"
u107059,"[323752, 321850, 322724, 324078, 323529, 188]"
u103375,"[321939, 323908, 323769, 324588, 324321, 472367]"
u105062,"[295314, 293885, 294962, 294606, 294038, 970]"
u105041,"[294015, 290041, 293656, 294876, 294275, 3437]"
u101020,"[5968, 6730, 5361, 5326, 5927, 487813]"
u101587,"[7429, 6620, 7364, 6832, 5085, 488338]"
u105304,"[292843, 295002, 292659, 292848, 294387, 851]"
u103074,"[324480, 322577, 323112, 323677, 324677, 106]"
u104539,"[323904, 323193, 323183, 321946, 323586, 472606]"
u104754,"[323307, 323091, 322033, 322720, 324565, 472794]"
u104112,"[324150, 323361, 323042, 323751, 323450, 472425]"
u105419,"[293106, 293303, 293096, 294766, 295268, 2971]"
u108772,"[1506, 1496, 2766, 1185, 864, 322891]"
u107162,"[324408, 324169, 322673, 322733, 322425, 254]"
u102819,"[5925, 6160, 5599, 7754, 6131, 487567]"
u102258,"[6443, 5159, 6434, 5074, 6048, 512890]"
u108776,"[3498, 1060, 666, 2144, 1603, 322491]"
u105675,"[294168, 290047, 292907, 295044, 293148, 941]"
u107153,"[324164, 323441, 323156, 322003, 322303, 474426]"
u102722,"[5072, 5553, 5080, 7779, 7874, 488061]"
u108062,"[864, 1704, 3090, 1713, 2006, 323986]"
u101127,"[6956, 5032, 5123, 6901, 5840, 488003]"
u107686,"[322002, 323175, 322312, 323275, 324751, 472168]"
u104106,"[323370, 323583, 322059, 322858, 323431, 472457]"
u103960,"[324399, 324085, 323214, 322732, 323176, 473977]"
u104954,"[324242, 322921, 321861, 322313, 324206, 532538]"
u105152,"[290180, 293409, 293971, 294896, 293550, 2059]"
u106220,"[322442, 322204, 322435, 323781, 324212, 2213]"
u105201,"[295141, 290105, 295009, 294032, 294645, 1780]"
u104956,"[323975, 322171, 322766, 323157, 322624, 522977]"
u106736,"[322257, 323296, 324362, 322778, 323278, 1169]"
u105099,"[294427, 293836, 290197, 292747, 290187, 2144]"
u108222,"[1786, 3079, 2241, 1304, 2807, 322627]"
u103890,"[321934, 323597, 324483, 323311, 324681, 531498]"
u105397,"[292610, 294935, 295073, 293050, 293733, 2028]"
u103402,"[323952, 324541, 323084, 324485, 322048, 513418]"
u103527,"[322809, 323026, 323973, 324227, 321882, 473047]"
u106927,"[324198, 323549, 323633, 324742, 323824, 3181]"
u106524,"[324639, 88, 323830, 322962, 323303, 2184]"
u102489,"[7236, 6802, 7845, 6706, 7777, 488346]"
u106111,"[322661, 324543, 324660, 324253, 323415, 2966]"
u107918,"[323086, 42, 323375, 323960, 322398, 470573]"
u108117,"[1175, 914, 1323, 3250, 1870, 323961]"
u107441,"[322685, 323302, 323500, 322585, 321852, 470684]"
u102978,"[5693, 7887, 7223, 5924, 6405, 488393]"
u107203,"[324043, 322875, 322060, 322978, 323032, 472260]"
u106932,"[322659, 323732, 323168, 323489, 323941, 1608]"
u101930,"[6610, 5908, 7055, 5721, 6769, 511367]"
u101764,"[7598, 7547, 6556, 6742, 5452, 495403]"
u105744,"[294398, 295172, 294707, 294993, 293510, 2154]"
u107263,"[323389, 323800, 323135, 324595, 322527, 474544]"
u106715,"[323008, 323560, 324638, 322861, 80, 1970]"
u108215,"[1541, 878, 1353, 862, 612, 323667]"
u103580,"[324719, 321947, 322657, 323973, 322732, 472881]"
u104408,"[30, 322031, 323757, 324499, 322787, 472343]"
u108773,"[1099, 2850, 2383, 3240, 843, 324039]"
u107883,"[324014, 323923, 321988, 322102, 322993, 474776]"
u105896,"[294719, 293648, 293299, 294143, 295311, 2518]"
u103789,"[321933, 324485, 322916, 323008, 324584, 472966]"
u102007,"[6097, 7775, 6433, 7846, 6014, 487484]"
u107540,"[323124, 323311, 323431, 322777, 324654, 470460]"
u104343,"[322832, 323236, 322053, 324165, 322453, 472379]"
u108977,"[1418, 1534, 2049, 1218, 1283, 321972]"
u103541,"[323003, 322127, 322051, 322010, 322735, 472827]"
u103633,"[323774, 324457, 324178, 324317, 321893, 472759]"
u102847,"[4905, 7826, 5859, 6567, 5292, 511620]"
u101260,"[6902, 7103, 6278, 7089, 6426, 488056]"
u106166,"[33, 323556, 324058, 323033, 324334, 1761]"
u101484,"[7297, 5174, 5099, 4898, 6416, 488366]"
u103959,"[322099, 324546, 322020, 323717, 322417, 472694]"
u108943,"[1557, 1937, 3353, 711, 1297, 322249]"
u101246,"[5668, 6110, 6861, 6435, 7684, 512805]"
u106841,"[324700, 323572, 323241, 323417, 322495, 2555]"
u108096,"[2773, 793, 2935, 775, 1663, 323450]"
u102156,"[7556, 5567, 5023, 7846, 7317, 487890]"
u102278,"[6306, 6743, 5609, 7843, 7782, 513006]"
u106203,"[322024, 322673, 322518, 323723, 322610, 772]"
u102783,"[7388, 7232, 6530, 7486, 5576, 513370]"
u107261,"[324549, 324436, 323263, 323580, 324147, 474811]"
u108165,"[1447, 1719, 1534, 1749, 791, 324050]"
u108717,"[2232, 1606, 1853, 2630, 3507, 322776]"
u108566,"[856, 734, 2496, 2754, 1039, 323652]"
u107257,"[322542, 322036, 322332, 322017, 322912, 474415]"
u102100,"[7643, 5051, 6724, 7021, 5356, 495514]"
u104049,"[322784, 322534, 324436, 322729, 323637, 472541]"
u105103,"[293681, 26, 293896, 294239, 293973, 3442]"
u106179,"[324455, 322267, 323036, 324393, 324703, 987]"
u103189,"[324751, 323649, 324066, 322865, 321963, 472781]"
u108424,"[2165, 3182, 2488, 3538, 2293, 96]"
u106121,"[324044, 323973, 324651, 323180, 323748, 1103]"
u106348,"[324349, 323308, 323931, 322401, 324535, 3365]"
u106986,"[322965, 323244, 322546, 322944, 322097, 2270]"
u104201,"[323496, 322228, 323908, 322211, 321898, 473304]"
u105991,"[295100, 293870, 295188, 294734, 290064, 2625]"
u101130,"[5247, 7702, 7726, 5351, 6154, 511611]"
u102368,"[7788, 7356, 6176, 6810, 5248, 495441]"
u103068,"[324496, 323237, 322187, 322902, 321861, 473208]"
u105360,"[295088, 293911, 293042, 292618, 293765, 1788]"
u106943,"[323041, 322672, 323667, 323967, 324400, 3348]"
u102463,"[6770, 4917, 5796, 6458, 6273, 487953]"
u108347,"[3229, 3367, 955, 2782, 3412, 321954]"
u108518,"[2895, 1190, 3447, 1725, 2820, 323858]"
u102688,"[7100, 5588, 5689, 6176, 6324, 495253]"
u105763,"[292693, 293201, 294863, 293055, 295067, 1195]"
u104850,"[323650, 323021, 323114, 322631, 322598, 473909]"
u106616,"[322819, 323602, 324143, 323566, 322095, 929]"
u105592,"[294018, 293123, 293133, 293262, 294936, 1376]"
u107102,"[324608, 324320, 324736, 324643, 324522, 474613]"
u107914,"[323528, 322443, 324528, 323283, 322717, 387]"
u105215,"[294979, 292708, 294963, 292986, 292929, 3393]"
u108128,"[2635, 3298, 1349, 3547, 1791, 323353]"
u108789,"[3199, 2855, 3062, 1637, 2414, 322037]"
u103860,"[323533, 323589, 324119, 324161, 322223, 472912]"
u103017,"[323412, 322240, 323864, 323094, 321987, 472881]"
u104484,"[321873, 323004, 324050, 323689, 323592, 513347]"
u104734,"[34, 323744, 324282, 324159, 323330, 473109]"
u106262,"[324231, 324626, 324711, 323924, 324095, 2058]"
u108712,"[3280, 2683, 1326, 588, 3484, 322114]"
u105483,"[293577, 293456, 293468, 293848, 293368, 1136]"
u102834,"[5786, 6851, 7735, 5454, 7849, 487513]"
u106917,"[322972, 324459, 323039, 323819, 324245, 1157]"
u101349,"[6495, 6609, 7462, 7456, 6295, 511503]"
u107717,"[62, 322819, 321999, 322157, 322382, 474455]"
u102098,"[5991, 7088, 5669, 5138, 6669, 572]"
u108804,"[1147, 1996, 1091, 2988, 3336, 324333]"
u107429,"[324541, 324705, 323848, 323155, 322148, 470688]"
u101778,"[6882, 7770, 6463, 7798, 5938, 487874]"
u102233,"[6205, 6537, 5879, 7713, 5370, 488065]"
u102810,"[5313, 5532, 7737, 7192, 5647, 487249]"
u103353,"[321923, 324324, 322583, 324326, 322146, 533148]"
u105819,"[293750, 294947, 294772, 293828, 294769, 947]"
u101714,"[7671, 4913, 5602, 5190, 5426, 488216]"
u107913,"[323628, 321856, 323617, 322850, 324398, 545]"
u101381,"[7666, 6221, 5844, 6714, 6677, 513157]"
u107128,"[322709, 324233, 323980, 323880, 322678, 544]"
u107306,"[322495, 323769, 324292, 323119, 324441, 472155]"
u107352,"[323366, 323584, 323979, 323402, 324172, 474955]"
u102637,"[6872, 6520, 6804, 4935, 6852, 488390]"
u107214,"[323918, 323273, 322474, 324752, 321878, 471158]"
u102977,"[6049, 5079, 6045, 5225, 6869, 488236]"
u105536,"[295334, 294787, 295114, 293841, 293883, 1178]"
u108759,"[1431, 1384, 1030, 2967, 1290, 323055]"
u101376,"[7432, 7404, 5411, 6157, 6024, 513051]"
u105385,"[295101, 293116, 293581, 294357, 294313, 1538]"
u104728,"[322935, 41, 324304, 323868, 323909, 472758]"
u102193,"[5133, 5795, 6230, 6704, 5846, 512766]"
u102558,"[6365, 6422, 6033, 5712, 5904, 487291]"
u106235,"[324283, 322268, 323049, 324022, 324662, 2086]"
u104073,"[323612, 324241, 323050, 324701, 322347, 472325]"
u105108,"[294012, 294443, 290201, 292693, 294029, 656]"
u107892,"[323227, 323029, 322734, 56, 324500, 472124]"
u104631,"[324595, 323757, 323067, 323139, 322749, 472783]"
u105266,"[293906, 294930, 294021, 295117, 293155, 1198]"
u108921,"[2418, 606, 2624, 1633, 2963, 324516]"
u104436,"[323707, 324391, 321875, 324126, 323746, 473934]"
u106418,"[322217, 322039, 322520, 322933, 324280, 1754]"
u103690,"[323952, 322390, 323386, 324405, 324367, 472425]"
u105287,"[293615, 294826, 294465, 295251, 290157, 1528]"
u105200,"[293745, 294248, 295244, 292991, 292787, 3202]"
u104822,"[321857, 324544, 324466, 322075, 321951, 532985]"
u104756,"[322785, 323068, 324629, 322889, 324443, 472860]"
u103792,"[324491, 323057, 322240, 321994, 322737, 513179]"
u108687,"[2093, 3001, 1144, 1062, 1076, 323228]"
u107514,"[324507, 324720, 321980, 323255, 323013, 470624]"
u104915,"[324437, 322904, 324695, 321861, 324174, 473665]"
u108808,"[1227, 2839, 3217, 831, 2693, 324084]"
u105355,"[292992, 293582, 292677, 295255, 293338, 3033]"
u102311,"[7561, 7003, 5688, 6882, 6714, 495540]"
u101316,"[5140, 6849, 7724, 6997, 6345, 511316]"
u102130,"[4942, 5162, 4942, 7527, 7346, 513382]"
u105969,"[294077, 292984, 292992, 294489, 292954, 3095]"
u107324,"[324479, 323240, 323895, 322339, 322471, 470658]"
u106097,"[324237, 323408, 324062, 324664, 322781, 1845]"
u107859,"[323127, 323521, 322258, 322058, 322620, 472248]"
u101653,"[5060, 7330, 6159, 6573, 5783, 487127]"
u104248,"[323217, 324532, 322964, 324136, 323168, 529999]"
u106901,"[324613, 322747, 322799, 323940, 321974, 3262]"
u102824,"[6531, 7146, 5874, 7167, 6429, 487347]"
u103327,"[321846, 322209, 323744, 323229, 324005, 530045]"
u103476,"[322119, 324080, 322320, 324519, 323655, 473905]"
u105101,"[295165, 293312, 293164, 294729, 293707, 2932]"
u107628,"[321936, 323584, 323739, 323882, 322932, 474532]"
u101090,"[5317, 6204, 5464, 6118, 5096, 495410]"
u107225,"[324230, 322230, 323391, 324474, 323246, 472264]"
u108484,"[2815, 3274, 1454, 3111, 2777, 322012]"
u102835,"[5974, 7118, 7495, 5933, 5868, 487908]"
u102596,"[5121, 5652, 6839, 6969, 5035, 487234]"
u105185,"[294246, 294216, 293576, 294513, 292646, 995]"
u105111,"[294775, 294367, 294346, 290197, 294852, 2676]"
u101875,"[5067, 7152, 6223, 7734, 6071, 488137]"
u104186,"[322435, 323145, 324295, 322436, 323396, 473185]"
u103119,"[321919, 323396, 323011, 324013, 322352, 473640]"
u107140,"[323182, 322358, 323711, 323730, 61, 471880]"
u104912,"[323344, 323412, 323822, 322877, 324216, 531771]"
u107443,"[324490, 322056, 322541, 322632, 323410, 471356]"
u107584,"[324280, 323558, 323876, 324412, 324730, 470710]"
u102492,"[6962, 7430, 7789, 7526, 7822, 486970]"
u101784,"[7446, 6344, 7821, 5868, 4970, 495437]"
u104615,"[324041, 323532, 322946, 322967, 323324, 473949]"
u107853,"[322524, 322026, 324176, 324680, 322008, 471158]"
u102158,"[7474, 5848, 7181, 6947, 5919, 487828]"
u101139,"[5251, 7516, 5509, 5327, 7690, 487428]"
u102301,"[6407, 4911, 7698, 6772, 7729, 512864]"
u108662,"[2428, 2769, 2363, 1609, 1241, 322694]"
